id|uf_entrega|dia|custo_frete
12146|RN|2017-03-20|94696
12147|PE|2017-11-13|432.59
12148|DF|2017-01-21|265.1065
12149|PA|2017-02-16|383.3372
12150|MS|2018-10-06|313.9208
12151|MS|2018-12-17|96.7964
12152|AC|2017-10-12|272.4266
12153|AL|2017-07-17|442.8958
12154|PE|2018-01-01|184.0872
12155|PE|2017-11-04|518.3875
12156|PI|2017-01-16|318.3971
12157|RN|2018-01-11|216.8698
12158|PB|2017-07-19|161.4481
12159|TO|2018-11-07|62.7528
12160|MA|2018-03-26|115.5165
12161|CE|2018-03-12|559.3318
12162|PI|2018-06-18|122.4912
12163|PI|2018-09-13|276.2031
12164|RO|2017-06-18|82.5536
12165|AC|2018-04-08|166.3968
12166|RN|2017-08-07|58.2703
12167|PB|2017-01-28|142.9886
12168|DF|2017-10-23|263.1254
12169|MT|2018-07-16|812457
12170|AM|2018-10-05|86188
12171|ES|2019-03-11|689.7551
12172|PE|2017-08-18|265.0689
12173|DF|2017-04-30|348.0711
12174|SE|2018-04-24|129.8668
12175|TO|2017-12-05|83.3268
12176|AM|2018-03-23|93.0689
12177|DF|2018-01-09|141.2021
12178|GO|2018-06-11|36463
12179|AM|2018-08-16|216.2098
12180|AL|2018-03-30|247.0329
12181|MA|2018-01-29|66.4534
12182|TO|2017-11-12|173.1419
12183|TO|2018-10-21|48.7476
12184|MA|2019-02-11|703.3928
12185|PA|2018-09-07|72.5719
12186|GO|2018-11-12|421.3473
12187|PI|2018-10-05|357.5707
12188|MS|2018-08-26|325295
12189|AP|2017-12-15|36.5544
12190|AM|2017-04-19|280.8699
12191|GO|2017-12-14|342.8315
12192|AL|2017-10-01|133.1465
12193|MA|2018-08-21|407.1568
12194|AC|2018-12-20|144.0187
12195|AL|2018-07-27|156.6372
12196|GO|2017-10-21|103.3411
12197|CE|2017-06-12|96.7139
12198|MA|2017-04-09|179996
12199|PB|2018-06-01|290.7805
12200|AM|2017-10-13|271.7691
12201|AC|2019-02-28|57.8264
12202|DF|2018-03-19|250.7814
12203|PB|2017-01-13|30.5214
12204|AM|2019-01-04|269.1079
12205|MT|2017-05-19|635.2658
12206|GO|2018-03-01|205.5683
12207|PE|2019-03-16|1122512
12208|AL|2018-08-11|353.6065
12209|AP|2018-03-23|8.4516
12210|TO|2019-03-17|214.2319
12211|PA|2017-10-22|186.5475
12212|CE|2019-01-18|964.7556
12213|GO|2017-08-21|108.0239
12214|MT|2018-08-06|476.6979
12215|ES|2017-12-07|802.6297
12216|MA|2017-11-11|419.5481
12217|GO|2018-04-16|268.1353
12218|PA|2018-10-04|244386
12219|PA|2017-11-25|214.6775
12220|PE|2017-09-08|709.0112
12221|PA|2017-11-13|275.1094
12222|PB|2018-06-11|495.3798
12223|RN|2018-06-06|65.8603
12224|PB|2017-11-04|44.5778
12225|DF|2017-07-15|491.4218
12226|RN|2017-10-25|93.0316
12227|RN|2018-05-08|398.3607
12228|AL|2018-04-20|365.0015
12229|MT|2017-11-10|951.5611
12230|SE|2019-04-02|334.3981
12231|PE|2017-11-23|388.2077
12232|GO|2017-07-24|112.2459
12233|RO|2019-01-22|9.9415
12234|AM|2017-10-10|3.4007
12235|PE|2018-01-10|839.0593
12236|RN|2017-12-28|166.7968
12237|CE|2017-03-31|283.3107
12238|AL|2017-04-23|113.8801
12239|PA|2018-12-13|180.9326
12240|CE|2017-10-22|478.2349
12241|DF|2017-05-22|170.2127
12242|PB|2017-10-10|253.0835
12243|AM|2018-08-05|102.1411
12244|DF|2017-10-21|498.3894
12245|PE|2017-08-25|183.4653
12246|MT|2017-02-14|236.2524
12247|MA|2017-03-21|90.9938
12248|PB|2018-07-17|1101.4444
12249|PI|2017-04-15|146.4142
12250|ES|2018-07-22|714.9543
12251|CE|2018-02-05|69.3907
12252|AC|2018-04-15|110.9586
12253|CE|2018-05-12|1431.4769
12254|ES|2017-02-19|309.1727
12255|PA|2018-12-24|129.4227
12256|PB|2018-07-12|561.6896
12257|AL|2017-09-12|103.3676
12258|CE|2018-02-23|368.9713
12259|MT|2019-04-03|690728
12260|CE|2018-08-29|1334.1303
12261|SE|2018-08-24|595.5323
12262|AM|2018-04-18|71.9744
12263|AM|2017-05-10|39.8483
12264|PE|2017-12-25|423.4038
12265|MS|2019-04-05|360.1985
12266|GO|2017-07-21|260.3069
12267|CE|2017-12-20|400.4494
12268|MA|2018-05-22|237.7602
12269|RO|2017-06-04|25.2568
12270|TO|2017-12-02|98.1084
12271|MT|2018-06-02|450.7566
12272|DF|2017-01-23|83.3309
12273|MT|2017-01-18|420.3347
12274|MA|2018-01-11|91.1084
12275|MT|2018-02-26|348.6166
12276|AC|2017-04-09|53.3154
12277|MT|2017-03-19|183.5719
12278|BA|2017-07-28|436375
12279|PI|2019-03-12|359.7034
12280|PA|2018-01-05|83.3347
12281|MT|2017-06-02|521.5623
12282|AL|2018-04-10|513.2431
12283|CE|2018-02-01|414.4868
12284|AL|2017-12-25|82.6451
12285|RO|2018-01-15|3.8296
12286|AC|2018-12-11|186.7
12287|RN|2018-08-28|452968
12288|SE|2018-07-05|264671
12289|DF|2018-11-21|438.0997
12290|AL|2018-07-14|175.2407
12291|PB|2018-04-13|311.1075
12292|AL|2017-07-14|306.8974
12293|MS|2018-04-20|514.9499
12294|MT|2017-01-11|1405
12295|RN|2018-03-27|231.0333
12296|RN|2018-08-25|604.3307
12297|PB|2018-11-05|351.0683
12298|MA|2018-06-15|31.1225
12299|GO|2018-08-05|579.7369
12300|DF|2017-02-20|375.4244
12301|PI|2017-01-18|268.9497
12302|PA|2018-07-06|428.1741
12303|RN|2018-11-28|834.2921
12304|DF|2017-08-25|110738
12305|MA|2018-03-18|596359
12306|GO|2018-08-03|190.7889
12307|PA|2017-12-01|279.7955
12308|GO|2017-11-26|339429
12309|MT|2018-03-01|335.8593
12310|MA|2017-07-09|105.2599
12311|RN|2017-02-26|139.9632
12312|PB|2017-10-20|32.7137
12313|MT|2018-02-12|414.3691
12314|RN|2018-01-15|48.5276
12315|PA|2018-03-08|170.3258
12316|DF|2018-07-09|244.4352
12317|PA|2018-03-26|99.0226
12318|AL|2017-08-08|90186
12319|PI|2019-02-09|693.3743
12320|PB|2017-11-25|206.3317
12321|GO|2017-08-07|32.4203
12322|DF|2019-02-10|241.0451
12323|CE|2017-05-17|247.2846
12324|PA|2017-03-03|42.0244
12325|MA|2017-07-13|83.8911
12326|BA|2018-02-11|562.6283
12327|RN|2017-04-22|272.9254
12328|AL|2018-05-23|136.6227
12329|AL|2019-03-07|139047
12330|SE|2017-10-02|92.4795
12331|MS|2017-10-15|615.4866
12332|RN|2017-06-09|83.6289
12333|MS|2019-03-29|354.8756
12334|DF|2018-09-21|298375
12335|PR|2018-09-05|901.8868
12336|PE|2018-01-15|351.1428
12337|AL|2018-04-01|121.4824
12338|GO|2017-10-05|237.6657
12339|RO|2017-04-16|22.9598
12340|PB|2017-11-08|60.1133
12341|AL|2018-05-07|136.5661
12342|AC|2018-06-19|31.1603
12343|PE|2017-12-03|1018.0416
12344|GO|2018-09-01|214.0007
12345|BA|2017-05-05|601.6712
12346|GO|2019-02-22|486.4272
12347|AL|2018-05-14|51.2197
12348|SE|2019-02-21|175.3981
12349|TO|2018-06-30|209.3629
12350|ES|2017-05-14|347.6773
12351|TO|2017-04-27|282.1455
12352|AL|2018-09-16|230.3555
12353|DF|2017-03-12|82.3616
12354|MT|2018-05-01|317.9214
12355|MS|2018-03-30|244.9127
12356|GO|2019-04-11|21.3851
12357|AL|2017-12-07|362.9331
12358|RN|2019-03-10|571.2543
12359|PA|2019-01-30|505.6943
12360|RN|2017-10-24|240.1239
12361|MA|2018-06-19|32.4165
12362|DF|2018-08-02|353.2229
12363|MA|2018-05-15|152.0324
12364|AL|2017-07-12|131.4518
12365|TO|2017-02-24|329.3622
12366|DF|2018-01-28|429.2486
12367|RN|2017-12-09|92.2023
12368|CE|2018-03-26|400.5871
12369|GO|2018-06-10|163.0953
12370|AM|2018-08-13|34.0125
12371|AL|2018-08-21|50.2859
12372|MS|2018-11-22|300795
12373|RN|2017-02-20|206.7133
12374|PB|2017-03-11|126.3314
12375|TO|2017-05-31|420345
12376|ES|2018-02-19|581.8482
12377|PA|2018-09-19|39.6468
12378|RN|2018-04-23|369.5769
12379|MA|2017-10-01|122.8143
12380|PA|2018-04-12|33.7615
12381|CE|2017-07-10|171.7447
12382|TO|2018-10-25|501.1434
12383|SE|2018-09-22|273.1781
12384|AC|2018-11-10|101.8018
12385|PB|2017-11-19|212.2538
12386|BA|2017-12-10|566786
12387|SE|2017-10-08|124497
12388|AM|2019-03-24|213.2658
12389|PI|2018-02-17|31076
12390|PB|2018-04-05|271.5185
12391|AM|2018-07-13|97.7274
12392|RO|2017-04-26|177.3787
12393|MA|2017-10-16|159.0568
12394|PA|2017-04-26|209.0919
12395|PB|2019-03-11|730.3895
12396|TO|2017-11-10|141.0495
12397|PR|2019-04-08|694.5677
12398|TO|2018-08-29|317.0509
12399|SE|2018-12-29|152.8328
12400|PI|2018-10-03|86.4761
12401|TO|2018-09-20|27.6679
12402|AL|2017-07-16|358.5593
12403|MS|2018-08-08|226.0647
12404|DF|2018-01-26|229.6942
12405|MS|2018-06-02|178.8348
12406|MS|2018-02-23|168.7701
12407|RN|2018-09-09|206.4144
12408|AP|2019-02-03|182.3435
12409|MA|2017-11-07|49.9607
12410|PB|2017-08-28|346.9222
12411|PI|2018-09-10|303.1911
12412|RN|2017-10-23|55.7218
12413|MT|2019-03-31|397.6901
12414|MA|2018-03-06|32.0717
12415|CE|2018-04-30|257.3346
12416|RO|2018-12-20|22.5244
12417|AM|2017-08-24|79.74
12418|PB|2018-04-09|178.3741
12419|MT|2017-09-16|459.7994
12420|CE|2017-06-03|219.4422
12421|PI|2018-02-02|46.1471
12422|MS|2018-10-22|185678
12423|SE|2017-06-30|199.4432
12424|AL|2017-12-19|465.5661
12425|MS|2018-12-23|39.5957
12426|MS|2017-02-14|76.6084
12427|PA|2017-12-14|494.9727
12428|PA|2018-05-10|139.1596
12429|RN|2018-09-05|336.5645
12430|CE|2018-06-04|79.4807
12431|PA|2018-01-15|230.0146
12432|RN|2017-05-30|119.4853
12433|MT|2017-07-10|442.1751
12434|AL|2018-03-03|237.2852
12435|RN|2017-03-25|84.5341
12436|PB|2017-05-17|3.5528
12437|PA|2018-10-23|214.3893
12438|MS|2019-01-28|136.1914
12439|MT|2018-03-05|282.6033
12440|AC|2019-01-20|99.4075
12441|PA|2018-06-29|285.0703
12442|AL|2019-03-09|279.5657
12443|RO|2018-02-09|29.0243
12444|MA|2018-02-05|136.6784
12445|AM|2017-10-07|40281
12446|PA|2018-04-15|200.2782
12447|PB|2017-07-18|172.7586
12448|RO|2018-05-25|226.8006
12449|TO|2019-01-31|76.0731
12450|PA|2018-01-02|239.9171
12451|TO|2018-11-22|55.9593
12452|PI|2018-10-17|280.9266
12453|MS|2017-04-29|142.1359
12454|PA|2017-09-12|196.5297
12455|RN|2017-12-26|139.2064
12456|AM|2017-08-02|65.9143
12457|MS|2017-05-03|362.3448
12458|AL|2018-03-28|140.1225
12459|RR|2017-02-02|122.4026
12460|TO|2018-12-11|116.6458
12461|PI|2018-09-14|164.9899
12462|PE|2017-02-03|527.1515
12463|MS|2018-01-09|254.9444
12464|MA|2017-10-22|211.8269
12465|PI|2019-02-28|817.3208
12466|PI|2018-08-01|66.3862
12467|MA|2018-09-07|391.1394
12468|AM|2018-07-20|100.6684
12469|SE|2018-01-16|158157
12470|MS|2018-12-29|321.3018
12471|AP|2019-03-04|155.6997
12472|AC|2018-02-17|38.4199
12473|AP|2017-04-02|54.5722
12474|AL|2017-02-03|227.0443
12475|SE|2018-11-04|466.4983
12476|AC|2018-10-11|22.2698
12477|MT|2018-10-05|349.1556
12478|TO|2018-06-20|503.6657
12479|MA|2018-11-09|184.9534
12480|AM|2017-08-12|25.7887
12481|AM|2018-03-03|113.8871
12482|PB|2017-04-21|91.8128
12483|RN|2018-02-15|131.1392
12484|PA|2019-02-04|236.3713
12485|RO|2018-12-15|54.4108
12486|TO|2018-08-24|360.2897
12487|RR|2018-02-15|8.8352
12488|PA|2017-09-03|73.6227
12489|CE|2018-02-10|112.7694
12490|PI|2018-04-27|33.6844
12491|DF|2019-01-21|359.2826
12492|PA|2019-03-27|1079.5182
12493|SE|2018-01-18|144.9655
12494|AC|2018-11-20|103.7797
12495|GO|2018-05-22|274.6561
12496|PI|2018-12-04|374.5855
12497|AL|2017-06-28|131.9595
12498|AM|2018-11-25|34.6882
12499|GO|2018-01-10|174.5531
12500|AM|2019-01-07|175.0644
12501|PB|2017-05-20|177.8443
12502|SE|2017-06-12|43.1644
12503|AL|2018-10-10|397.7101
12504|MS|2018-03-02|366.3466
12505|TO|2017-02-04|72.9893
12506|PB|2018-05-27|88.3388
12507|RN|2018-07-09|384.9274
12508|RO|2018-02-20|207.9712
12509|PE|2017-02-11|253.9648
12510|SE|2017-02-15|237.8708
12511|PA|2018-09-26|596.7441
12512|AM|2018-12-14|214053
12513|MA|2017-10-18|94.0023
12514|RN|2018-03-03|302608
12515|MA|2018-12-28|366.5077
12516|RR|2018-10-29|0.8832
12517|SE|2019-02-20|190.4881
12518|AM|2017-09-13|72759
12519|RN|2017-03-23|75.5291
12520|GO|2017-09-05|182.0999
12521|RO|2019-02-03|53.4241
12522|GO|2018-06-30|111.2022
12523|PI|2018-08-25|101.0815
12524|RO|2017-03-16|8.9736
12525|TO|2017-05-21|115.9618
12526|MA|2017-02-07|50.5446
12527|AC|2018-11-29|0.2588
12528|AP|2018-02-23|4.4875
12529|TO|2018-12-30|460.4785
12530|RN|2018-04-16|159.5489
12531|AM|2017-03-25|65.9321
12532|PI|2018-01-13|111.9422
12533|PA|2018-05-23|158.8429
12534|MA|2017-07-25|56493
12535|AL|2017-11-29|272.6729
12536|RO|2018-12-12|119193
12537|PI|2018-04-21|210.7309
12538|PI|2018-04-01|1.4444
12539|PA|2017-04-10|45.0649
12540|PA|2018-02-10|550.3521
12541|GO|2017-08-02|163.3619
12542|RR|2019-01-22|100.3315
12543|SE|2018-06-22|242.7262
12544|RN|2018-05-18|184.4337
12545|PA|2018-07-04|321.2366
12546|RN|2017-12-08|62.1986
12547|RO|2017-05-23|159.6693
12548|RO|2017-02-08|30.2108
12549|AL|2017-06-20|114.4437
12550|AP|2018-04-22|184427
12551|AC|2018-01-14|52.5642
12552|AM|2017-02-25|109.0858
12553|PI|2018-03-15|65.6179
12554|TO|2017-11-18|294
12555|MA|2018-03-04|236.4703
12556|RO|2018-06-04|37.9276
12557|PA|2018-02-20|23.1799
12558|PB|2017-04-18|263.3803
12559|RO|2017-09-08|14.2081
12560|PE|2017-01-10|34.0583
12561|PI|2018-06-07|19.6399
12562|MA|2018-04-15|5.9709
12563|PI|2017-02-13|12.0301
12564|RO|2017-06-25|55.9924
12565|SE|2017-09-18|272125
12566|MT|2018-10-17|155.0446
12567|MS|2017-04-18|1.8077
12568|SE|2017-12-15|295.7897
12569|RO|2019-02-08|55.3772
12570|SE|2018-06-12|118.8149
12571|AM|2017-10-04|130.3055
12572|RO|2018-01-27|1.7821
12573|AC|2017-06-06|28.5905
12574|MS|2017-09-19|269.3818
12575|TO|2017-08-01|85.8421
12576|AC|2018-07-13|105043
12577|MA|2018-03-10|97.8611
12578|RO|2017-10-05|71.3199
12579|AL|2017-05-29|127.6982
12580|TO|2018-12-23|125.0149
12581|CE|2017-05-24|90.6968
12582|AM|2017-03-23|2.6606
12583|RR|2018-04-05|13.1644
12584|TO|2017-10-02|0.3549
12585|AC|2018-01-03|53.9852
12586|MS|2017-02-12|135.6283
12587|AP|2017-08-09|52.3619
12588|AC|2018-04-22|25.8138
12589|AM|2018-08-01|5.3478
12590|RO|2018-02-18|15.9494
12591|PI|2018-10-26|138.5756
12592|RO|2017-09-24|148.0687
12593|TO|2017-10-17|88465
12594|PA|2017-02-19|213.4166
12595|MA|2018-03-08|49.2233
12596|PA|2017-04-08|491.1303
12597|TO|2018-03-21|284.5802
12598|MA|2018-01-09|35.4785
12599|AM|2018-03-22|68.0127
12600|AM|2017-01-13|18.0628
12601|PI|2017-11-02|167.0645
12602|RN|2017-10-10|342.6925
12603|RO|2018-01-18|125.9354
12604|PI|2018-03-19|6.3745
12605|AC|2017-06-18|3923
12606|MS|2017-09-05|221.7381
12607|AL|2017-06-26|66.3669
12608|PI|2017-03-10|191.9167
12609|MS|2017-01-21|353.2424
12610|PI|2017-09-20|59.0945
12611|PI|2018-05-22|102.1252
12612|GO|2018-08-07|97.5657
12613|CE|2017-09-06|33.7211
12614|MT|2019-03-10|743.7672
12615|GO|2018-12-27|35.0863
12616|AC|2018-07-28|65.8146
12617|PA|2017-04-28|140.3811
12618|TO|2017-04-18|143.8695
12619|MA|2017-10-06|147.95
12620|MA|2017-08-16|201.4072
12621|RO|2017-11-09|31.8976
12622|MS|2018-12-04|110.1012
12623|MT|2018-01-25|295.5297
12624|SE|2018-12-04|284.7951
12625|PA|2018-09-04|213.2997
12626|PE|2017-06-02|346.0612
12627|TO|2018-05-20|67.6778
12628|MT|2017-03-14|423.7549
12629|PB|2018-03-31|190.5267
12630|PA|2019-01-21|162.3212
12631|PA|2019-01-02|693.6479
12632|CE|2017-01-31|139.1864
12633|GO|2019-04-09|196.2142
12634|MT|2019-04-07|658.3093
12635|PA|2017-07-28|11.1854
12636|MT|2017-10-11|196.9114
12637|GO|2018-03-07|176194
12638|TO|2018-02-04|8.4801
12639|GO|2018-12-24|171.6304
12640|GO|2018-12-15|89.0348
12641|AP|2018-03-26|150.5697
12642|TO|2017-05-13|175.9629
12643|TO|2018-06-11|57.0938
12644|AP|2017-12-06|9.8621
12645|MA|2017-02-25|396.6963
12646|RR|2017-11-08|119.2192
12647|AL|2019-02-05|170.6113
12648|TO|2017-12-17|109.9467
12649|SE|2017-10-18|37.1605
12650|MT|2018-01-26|791.4551
12651|CE|2017-08-22|80.1286
12652|PA|2017-11-23|333.3797
12653|GO|2017-01-25|82.2575
12654|PI|2017-11-06|94.8109
12655|MA|2018-05-16|147.5358
12656|RO|2017-09-18|14.9736
12657|AM|2017-06-27|52.1627
12658|TO|2018-05-02|244914
12659|MS|2017-02-23|165.2792
12660|PI|2017-05-03|153.3008
12661|TO|2017-01-22|134.1494
12662|AC|2019-01-03|95671
12663|MS|2017-07-03|167.7278
12664|RN|2017-07-25|41.0522
12665|PI|2018-09-12|178.9778
12666|RO|2019-01-27|106.2114
12667|PI|2018-05-09|280.2104
12668|MA|2018-11-10|536.7401
12669|RN|2017-02-11|158.1064
12670|PA|2018-07-11|55.3675
12671|TO|2017-07-23|41.1727
12672|SE|2017-08-25|40.9207
12673|MT|2017-05-31|529.7528
12674|TO|2018-02-28|353.1281
12675|MT|2017-02-11|169888
12676|PA|2017-02-10|270.8675
12677|AC|2017-09-10|54.7882
12678|AL|2017-11-04|89.2363
12679|AL|2018-11-03|272.7117
12680|AM|2017-06-02|81.2326
12681|MS|2018-08-14|281.4421
12682|AM|2017-11-14|8.8277
12683|AM|2018-05-18|84.7845
12684|MT|2018-05-23|509.5966
12685|AM|2017-01-14|144.8345
12686|AC|2018-01-08|2.7837
12687|AL|2018-08-28|299.0409
12688|MA|2018-07-31|157.1038
12689|AC|2018-01-18|76.6597
12690|AM|2019-03-27|73.7719
12691|AM|2018-03-18|261115
12692|RN|2017-10-31|245.9655
12693|PI|2018-04-16|576.3543
12694|RR|2018-11-16|73.3888
12695|RR|2018-12-02|1.6305
12696|RO|2017-01-21|5798
12697|RN|2017-12-29|34.3122
12698|SE|2017-02-12|36.1356
12699|MA|2017-06-01|44.1437
12700|CE|2017-07-25|113.6367
12701|PB|2017-07-23|421.1117
12702|AM|2017-10-01|188.1226
12703|TO|2019-03-07|62.7969
12704|SE|2017-11-23|94.3397
12705|TO|2018-08-19|151.6389
12706|AP|2017-11-18|50.4974
12707|PB|2017-12-16|191.9417
12708|RN|2018-03-07|38.3863
12709|ES|2017-02-11|502.6664
12710|PI|2018-11-07|416.6682
12711|AP|2018-05-15|113.5979
12712|PI|2018-07-04|259773
12713|GO|2017-08-14|83.3471
12714|PE|2018-01-05|474.3591
12715|RN|2017-05-22|120.3877
12716|RR|2018-10-01|3.9272
12717|AC|2017-03-05|111.5993
12718|RN|2018-03-13|157.6024
12719|SE|2017-10-15|73.1016
12720|AM|2018-04-01|176.7738
12721|PI|2018-07-02|113.5385
12722|TO|2018-07-08|338.2766
12723|AC|2019-01-29|83.6854
12724|SE|2017-07-08|161.0067
12725|MA|2017-08-15|166.8161
12726|MA|2017-03-06|8.0036
12727|RN|2018-12-31|191.3157
12728|RO|2018-09-07|160.1254
12729|RO|2017-04-20|262.3307
12730|MT|2017-05-14|184.5692
12731|AC|2017-02-01|112.0388
12732|PA|2017-02-04|105.6265
12733|AL|2017-01-29|74.0892
12734|PI|2017-11-16|126693
12735|AL|2017-10-11|85.1519
12736|CE|2018-02-08|576.8584
12737|AM|2017-04-05|135.3694
12738|PB|2017-09-30|99.2301
12739|PA|2017-05-30|302.3025
12740|MA|2017-09-05|12.2242
12741|AL|2018-11-04|53.6692
12742|GO|2017-08-26|218.9188
12743|PA|2018-05-01|32.0655
12744|PB|2017-01-16|92.3971
12745|MS|2018-10-13|285.2531
12746|RO|2017-05-21|93.2798
12747|RN|2017-11-05|34.4329
12748|TO|2018-06-15|171.6684
12749|PA|2018-02-06|701.1943
12750|TO|2018-05-30|89.0488
12751|PB|2018-02-12|10.3726
12752|SE|2017-04-18|134.7089
12753|RO|2019-01-21|66.6669
12754|PA|2017-06-28|336.6811
12755|PI|2017-07-24|41.4568
12756|RR|2018-11-18|34.2084
12757|AM|2019-02-23|47.6411
12758|AL|2018-10-18|253.5351
12759|RO|2017-12-01|189.2513
12760|RN|2017-11-17|33.7273
12761|RR|2017-11-28|5.5518
12762|MT|2017-08-03|214.2081
12763|RO|2018-04-02|125.2995
12764|CE|2017-03-29|35.0206
12765|PI|2018-09-22|451.9289
12766|RO|2018-12-30|134.2422
12767|MS|2017-10-30|177.1888
12768|MS|2017-04-16|150.7366
12769|RO|2018-04-24|13.4424
12770|AM|2018-10-03|124.8265
12771|AC|2017-09-19|203.9615
12772|PB|2017-11-10|320.3666
12773|CE|2017-11-05|177.6504
12774|AP|2017-09-05|2.3144
12775|MA|2017-01-21|10.8043
12776|AC|2018-07-17|0
12777|CE|2017-08-05|78.7153
12778|DF|2017-03-27|274.9773
12779|AM|2017-06-28|64.5344
12780|ES|2019-04-13|88.5203
12781|PI|2017-06-05|8298
12782|AM|2017-04-30|105.1625
12783|AC|2018-12-30|29681
12784|RN|2017-01-29|51.1444
12785|MS|2017-07-23|171.4822
12786|AM|2019-02-21|64.1114
12787|AM|2018-05-24|12.4305
12788|SE|2018-01-29|34.4472
12789|PB|2017-05-30|63.6268
12790|SE|2017-07-18|134.4683
12791|MA|2019-01-28|368.8896
12792|AP|2017-01-18|38.6246
12793|AM|2018-05-03|35549
12794|CE|2017-05-28|455.8146
12795|RR|2017-03-08|57.5286
12796|AM|2017-10-16|18.7615
12797|RO|2017-07-27|21.1178
12798|MA|2017-07-23|28.4497
12799|GO|2018-07-02|90.8316
12800|TO|2017-08-16|326.8534
12801|AM|2017-08-20|0.6546
12802|RO|2017-09-16|33582
12803|GO|2017-05-28|232.3622
12804|AC|2017-12-01|48.1846
12805|AP|2018-11-27|89.7777
12806|AM|2017-10-12|84.9996
12807|PA|2017-08-28|94.8507
12808|CE|2017-12-24|265.6269
12809|PI|2018-09-09|4.9629
12810|MA|2017-05-29|86986
12811|TO|2018-05-15|1.3562
12812|AM|2018-07-29|43.5758
12813|AP|2018-12-01|12.2633
12814|AM|2017-07-08|23.5541
12815|MA|2017-11-02|148.1537
12816|AC|2018-10-14|8.4953
12817|AM|2018-10-27|131.9361
12818|AL|2017-01-12|200.7265
12819|AC|2018-11-04|108583
12820|AC|2017-11-21|153.3927
12821|AM|2018-10-12|6.5318
12822|RO|2019-04-12|0.7396
12823|RN|2017-06-01|5.3243
12824|RO|2017-02-09|57063
12825|AC|2018-12-28|8.0203
12826|AC|2018-02-20|1.1311
12827|AP|2018-11-20|42.7294
12828|TO|2017-03-11|9.8186
12829|AM|2018-12-22|35.7753
12830|RN|2017-03-14|111.8099
12831|AM|2018-09-14|107774
12832|AP|2017-12-01|10.1041
12833|TO|2017-01-17|45.6184
12834|RO|2017-05-28|103.4634
12835|PI|2017-05-18|32.8719
12836|AM|2017-03-20|122.7892
12837|AC|2017-03-15|53541
12838|RN|2017-06-05|73.4611
12839|TO|2018-11-19|150.1494
12840|AM|2018-06-09|32.2812
12841|RR|2019-02-18|3.4534
12842|PA|2018-03-11|173416
12843|MA|2017-10-31|176.3774
12844|RO|2017-04-12|0.9909
12845|PB|2017-01-31|64.3026
12846|AP|2018-10-14|25.7167
12847|AP|2017-02-18|48.4327
12848|PI|2017-12-23|2.7925
12849|RO|2018-10-14|8.4789
12850|RO|2018-12-28|99806
12851|AP|2018-07-05|7.2541
12852|RO|2019-02-05|102.2803
12853|RR|2018-09-28|237.0818
12854|AC|2019-01-04|39.2017
12855|CE|2017-09-08|48.1977
12856|PI|2018-02-03|26.0873
12857|RN|2018-02-04|51.8655
12858|PI|2018-04-09|292.5339
12859|AM|2018-12-25|37.4569
12860|AM|2017-05-12|28.1135
12861|AM|2017-02-15|203.2379
12862|AC|2017-04-23|29.7692
12863|AC|2018-01-26|116.7538
12864|GO|2017-05-05|83.0201
12865|PB|2018-01-03|44.2708
12866|AP|2018-05-19|23.1038
12867|AC|2018-04-06|1.3121
12868|AC|2017-07-15|10.2499
12869|AL|2017-02-14|48.8045
12870|SE|2018-03-21|12075
12871|TO|2018-07-29|7.5913
12872|AM|2018-02-28|51.1985
12873|RR|2017-11-05|14.2243
12874|TO|2018-02-11|48.4085
12875|AP|2017-08-30|47.7804
12876|TO|2017-07-05|68.3867
12877|AM|2018-04-17|16.3918
12878|AC|2019-04-08|10281
12879|MA|2017-10-09|8.0637
12880|MA|2018-02-19|96.2466
12881|RO|2018-02-28|43.5752
12882|AC|2018-01-23|3.4747
12883|AM|2017-08-15|29.9759
12884|AC|2017-02-19|34915
12885|RO|2017-12-22|14.2965
12886|MG|2017-01-09|45552
12887|TO|2017-06-28|70.3365
12888|RO|2019-01-01|164.7325
12889|RN|2017-12-19|37.8447
12890|RR|2017-02-14|196229
12891|RO|2018-04-22|44.1177
12892|TO|2017-02-18|39.5814
12893|AC|2018-09-29|0.7531
12894|AC|2018-07-18|0
12895|RO|2018-03-29|5.5178
12896|AP|2018-08-12|65.1319
12897|AC|2017-11-30|49.8092
12898|TO|2018-06-23|9616
12899|AM|2017-06-29|7.2699
12900|AM|2018-09-25|2.1576
12901|RO|2019-02-26|81.7585
12902|RR|2017-02-07|26.0188
12903|RR|2018-07-23|56.6827
12904|RR|2017-11-26|29.8569
12905|RO|2017-08-18|159
12906|RR|2017-07-20|0.8413
12907|RO|2018-06-02|0.3155
12908|RR|2019-01-02|52.5018
12909|PI|2018-03-05|9.9981
12910|AP|2018-06-07|131.4805
12911|RO|2019-03-04|199.8398
12912|MA|2017-07-11|70.4535
12913|RR|2018-03-30|4.1456
12914|PB|2017-05-13|76.1197
12915|TO|2018-06-05|96.5263
12916|MA|2018-09-16|279.7365
12917|MS|2017-12-13|239.8059
12918|TO|2019-04-01|226.1556
12919|SE|2017-10-16|57.4544
12920|AC|2017-10-02|172.9255
12921|RO|2018-12-23|42.7195
12922|AP|2017-02-28|161.8631
12923|RO|2018-05-27|3.2772
12924|AL|2017-03-03|67.9282
12925|MA|2017-02-01|3.2201
12926|AC|2017-02-22|48.0246
12927|MA|2017-06-28|0
12928|TO|2017-03-14|248.1592
12929|MS|2018-10-16|101455
